Week,Temperature,Rain,Snow,PM10,PM2.5,COVID19,Time,BusStop,BusNumber,people
1,0.2,0.3,4.3,62,46,0,18,82570,5,0
1,0.0,0.0,4.2,48,41,0,19,82570,5,0
1,0.0,0.0,4.1,49,39,0,20,82570,5,0
1,0.1,0.0,3.8,50,40,0,21,82570,5,0
1,0.0,0.0,3.8,49,37,0,22,82570,5,0
1,-0.4,0.0,3.8,45,26,0,23,82570,5,0
1,-0.8,0.0,3.8,44,27,0,0,82570,5,0
1,-0.8,0.0,3.8,36,22,0,1,82570,5,0
1,-1.5,0.0,3.8,43,28,0,2,82570,5,0
1,-2.1,0.0,3.8,44,34,0,3,82570,5,0
2,-2.1,0.0,3.8,40,32,0,4,82570,5,0
2,-2.1,0.0,3.8,38,31,0,5,82570,5,0
2,-3.2,0.0,3.8,37,29,0,6,82570,5,0
2,-4.0,0.0,3.8,54,22,0,7,82570,5,0
2,-4.4,0.0,3.7,44,16,0,8,82570,5,0
2,-2.8,0.0,3.7,38,20,0,9,82570,5,0
2,-0.7,0.0,3.6,35,14,0,10,82570,5,0
2,0.5,0.0,3.6,34,11,0,11,82570,5,0
2,1.5,0.0,3.1,38,16,0,12,82570,5,0
2,2.5,0.0,1.9,38,15,0,13,82570,5,0
2,3.1,0.0,0.0,42,10,0,14,82570,5,0
2,3.7,0.0,0.0,42,19,0,15,82570,5,0
2,3.4,0.0,0.0,33,20,0,16,82570,5,2
2,1.6,0.0,0.0,40,17,0,17,82570,5,0
2,-0.2,0.0,0.0,29,14,0,18,82570,5,0
2,-1.4,0.0,0.0,28,12,0,19,82570,5,0
2,-2.3,0.0,0.0,32,13,0,20,82570,5,0
2,-2.7,0.0,0.0,31,25,0,21,82570,5,0
2,-3.0,0.0,0.0,33,19,0,22,82570,5,0
2,-3.2,0.0,0.0,35,16,0,23,82570,5,0
2,-4.1,0.0,0.0,34,22,0,0,82570,5,0
2,-4.5,0.0,0.0,28,22,0,1,82570,5,0
2,-5.0,0.0,0.0,32,15,0,2,82570,5,0
2,-5.6,0.0,0.0,31,22,0,3,82570,5,0
3,-5.2,0.0,0.0,28,25,0,4,82570,5,0
3,-4.9,0.0,0.0,39,29,0,5,82570,5,0
3,-4.4,0.0,0.0,34,26,0,6,82570,5,0
3,-3.5,0.0,0.0,0,26,0,7,82570,5,0
3,-3.3,0.0,0.0,38,18,0,8,82570,5,0
3,-2.7,0.0,0.0,33,27,0,9,82570,5,0
3,-1.4,0.0,0.0,36,32,0,10,82570,5,0
3,1.1,0.0,0.0,67,36,0,11,82570,5,0
3,3.9,0.0,0.0,68,34,0,12,82570,5,0
3,5.7,0.0,0.0,50,24,0,13,82570,5,0
3,3.7,0.0,0.0,35,24,0,14,82570,5,0
3,4.4,0.0,0.0,38,28,0,15,82570,5,0
3,2.8,0.0,0.0,43,32,0,16,82570,5,0
3,2.3,0.0,0.0,50,29,0,17,82570,5,0
3,1.6,0.1,0.0,49,27,0,18,82570,5,0
3,0.2,0.0,0.0,51,17,0,19,82570,5,0
3,-1.0,0.0,0.0,42,10,0,20,82570,5,0
3,-1.6,0.0,0.0,22,5,0,21,82570,5,0
3,-2.2,0.0,0.0,21,6,0,22,82570,5,0
3,-2.1,0.0,0.0,21,3,0,23,82570,5,0
3,-2.2,0.0,0.0,25,6,0,0,82570,5,0
3,-2.9,0.0,0.0,21,7,0,1,82570,5,0
3,-3.4,0.0,0.0,28,9,0,2,82570,5,0
3,-4.6,0.0,0.0,31,13,0,3,82570,5,0
4,-5.2,0.0,0.0,26,14,0,4,82570,5,0
4,-5.5,0.0,0.0,22,9,0,5,82570,5,0
4,-6.2,0.0,0.0,29,15,0,6,82570,5,0
4,-6.4,0.0,0.0,20,17,0,7,82570,5,0
4,-6.5,0.0,0.0,32,21,0,8,82570,5,0
4,-4.6,0.0,0.0,0,23,0,9,82570,5,1
4,-2.0,0.0,0.0,33,27,0,10,82570,5,6
4,-1.2,0.0,0.0,45,28,0,11,82570,5,0
4,0.1,0.0,0.0,70,23,0,12,82570,5,0
4,1.0,0.0,0.0,38,21,0,13,82570,5,0
4,1.8,0.0,0.0,30,20,0,14,82570,5,0
4,2.3,0.0,0.0,29,14,0,15,82570,5,0
4,2.1,0.0,0.0,30,18,0,16,82570,5,0
4,0.5,0.0,0.0,31,13,0,17,82570,5,0
4,-0.8,0.0,0.0,31,16,0,18,82570,5,1
4,-2.0,0.0,0.0,35,13,0,19,82570,5,0
4,-2.4,0.0,0.0,29,17,0,20,82570,5,6
4,-3.2,0.0,0.0,31,18,0,21,82570,5,0
4,-3.5,0.0,0.0,38,25,0,22,82570,5,0
4,-3.9,0.0,0.0,54,24,0,23,82570,5,0
4,-4.6,0.0,0.0,36,10,0,0,82570,5,0
4,-5.4,0.0,0.0,45,30,0,1,82570,5,0
4,-5.8,0.0,0.0,39,38,0,2,82570,5,0
4,-6.4,0.0,0.0,33,30,0,3,82570,5,0
5,-6.9,0.0,0.0,32,29,0,4,82570,5,0
5,-7.1,0.0,0.0,33,22,0,5,82570,5,0
5,-7.7,0.0,0.0,35,23,0,6,82570,5,0
5,-8.0,0.0,0.0,40,11,0,7,82570,5,0
5,-8.0,0.0,0.0,26,10,0,8,82570,5,0
5,-6.5,0.0,0.0,37,24,0,9,82570,5,0
5,-4.1,0.0,0.0,43,0,0,10,82570,5,0
5,-1.8,0.0,0.0,67,52,0,11,82570,5,0
5,1.0,0.0,0.0,81,46,0,12,82570,5,0
5,2.7,0.0,0.0,90,47,0,13,82570,5,0
5,3.9,0.0,0.0,87,38,0,14,82570,5,0
5,3.7,0.0,0.0,80,42,0,15,82570,5,0
5,2.5,0.0,0.0,54,31,0,16,82570,5,0
5,1.8,0.0,0.0,41,17,0,17,82570,5,0
5,1.1,0.0,0.0,29,19,0,18,82570,5,0
5,0.2,0.0,0.0,35,18,0,19,82570,5,0
5,-1.1,0.0,0.0,42,22,0,20,82570,5,0
5,-1.8,0.0,0.0,40,13,0,21,82570,5,0
5,-2.2,0.0,0.0,42,19,0,22,82570,5,0
5,-2.9,0.0,0.0,50,21,0,23,82570,5,0
5,-3.2,0.0,0.0,34,26,0,0,82570,5,0
5,-3.2,0.0,0.0,44,25,0,1,82570,5,0
5,-3.2,0.0,0.0,37,12,0,2,82570,5,0
5,-3.3,0.0,0.0,38,24,0,3,82570,5,0
6,-3.1,0.0,0.0,40,26,0,4,82570,5,0
6,-3.5,0.0,0.0,44,31,0,5,82570,5,0
6,-3.4,0.0,0.0,40,30,0,6,82570,5,0
6,-3.2,0.0,0.0,41,20,0,7,82570,5,0
6,-2.8,0.0,0.0,42,30,0,8,82570,5,0
6,-2.2,0.0,0.0,47,33,0,9,82570,5,0
6,-1.4,0.0,0.0,44,25,0,10,82570,5,0
6,-0.4,0.0,0.0,49,42,0,11,82570,5,0
6,1.2,0.0,0.0,69,39,0,12,82570,5,0
6,2.9,0.0,0.0,59,30,0,13,82570,5,0
6,5.8,0.0,0.0,32,22,0,14,82570,5,0
6,5.5,0.0,0.0,25,19,0,15,82570,5,0
6,5.5,0.0,0.0,26,17,0,16,82570,5,0
6,5.2,0.0,0.0,31,21,0,17,82570,5,0
6,4.8,0.0,0.0,36,17,0,18,82570,5,0
6,4.1,0.0,0.0,0,28,0,19,82570,5,0
6,3.0,0.0,0.0,38,27,0,20,82570,5,0
6,2.3,0.0,0.0,39,27,0,21,82570,5,0
6,1.4,0.0,0.0,32,13,0,22,82570,5,0
6,0.6,0.0,0.0,33,18,0,23,82570,5,0
6,0.7,0.0,0.0,36,27,0,0,82570,5,0
6,1.0,0.0,0.0,32,26,0,1,82570,5,0
6,1.1,0.0,0.0,33,32,0,2,82570,5,0
6,0.7,0.0,0.0,34,25,0,3,82570,5,0
0,1.3,0.0,0.0,40,33,0,4,82570,5,0
0,1.9,0.0,0.0,45,41,0,5,82570,5,0
0,2.6,0.0,0.0,62,47,0,6,82570,5,0
0,2.0,0.0,0.0,74,50,0,7,82570,5,0
0,1.6,0.0,0.0,78,61,0,8,82570,5,0
0,2.2,0.1,0.0,86,65,0,9,82570,5,0
0,4.1,0.0,0.0,85,50,0,10,82570,5,0
0,5.2,0.0,0.0,96,50,0,11,82570,5,0
0,6.5,0.0,0.0,88,31,0,12,82570,5,0
0,7.3,0.0,0.0,54,15,0,13,82570,5,0
0,7.4,0.0,0.0,48,16,0,14,82570,5,0
0,7.5,0.0,0.0,59,22,0,15,82570,5,0
0,7.0,0.0,0.0,55,21,0,16,82570,5,1
0,6.0,0.0,0.0,60,20,0,17,82570,5,0
0,5.0,0.0,0.0,62,20,0,18,82570,5,0
0,4.2,0.0,0.0,56,24,0,19,82570,5,0
0,3.6,0.0,0.0,59,24,0,20,82570,5,0
0,2.9,0.0,0.0,51,23,0,21,82570,5,0
0,2.0,0.0,0.0,65,25,0,22,82570,5,0
0,1.6,0.0,0.0,50,25,0,23,82570,5,0
0,1.4,0.0,0.0,46,22,0,0,82570,5,0
0,0.4,0.0,0.0,55,18,0,1,82570,5,0
0,-0.6,0.0,0.0,36,17,0,2,82570,5,0
0,-1.0,0.0,0.0,50,28,0,3,82570,5,0
1,-1.2,0.0,0.0,47,24,0,4,82570,5,0
1,-1.5,0.0,0.0,21,21,0,5,82570,5,0
1,-2.0,0.0,0.0,34,21,0,6,82570,5,0
1,-2.2,0.0,0.0,24,17,0,7,82570,5,0
1,-2.1,0.0,0.0,26,14,0,8,82570,5,0
1,-0.8,0.0,0.0,25,8,0,9,82570,5,0
1,2.5,0.0,0.0,46,24,0,10,82570,5,0
1,5.7,0.0,0.0,70,37,0,11,82570,5,0
1,7.3,0.0,0.0,69,10,0,12,82570,5,0
1,8.3,0.0,0.0,29,4,0,13,82570,5,0
1,8.0,0.0,0.0,25,6,0,14,82570,5,0
1,8.4,0.0,0.0,40,16,0,15,82570,5,0
1,7.6,0.0,0.0,47,22,0,16,82570,5,0
1,6.5,0.0,0.0,47,20,0,17,82570,5,0
1,5.4,0.0,0.0,46,20,0,18,82570,5,0
1,4.9,0.0,0.0,36,16,0,19,82570,5,0
1,4.4,0.0,0.0,49,16,0,20,82570,5,0
1,3.6,0.0,0.0,49,17,0,21,82570,5,0
1,2.9,0.0,0.0,49,16,0,22,82570,5,0
1,3.1,0.0,0.0,48,17,0,23,82570,5,0
1,2.6,0.0,0.0,43,8,0,0,82570,5,0
1,2.0,0.0,0.0,36,20,0,1,82570,5,0
1,1.7,0.0,0.0,31,25,0,2,82570,5,0
1,2.2,0.0,0.0,35,23,0,3,82570,5,0
2,3.4,0.0,0.0,45,22,0,4,82570,5,0
2,5.0,0.0,0.0,57,28,0,5,82570,5,0
2,5.4,0.1,0.0,61,36,0,6,82570,5,0
2,5.8,0.0,0.0,79,39,0,7,82570,5,0
2,5.4,0.0,0.0,81,41,0,8,82570,5,0
2,5.4,1.7,0.0,76,42,0,9,82570,5,0
2,7.3,0.0,0.0,84,43,0,10,82570,5,0
2,9.1,0.0,0.0,88,46,0,11,82570,5,0
2,10.8,0.0,0.0,100,46,0,12,82570,5,0
2,11.6,0.0,0.0,98,44,0,13,82570,5,0
2,12.1,0.0,0.0,98,36,0,14,82570,5,0
2,11.4,0.0,0.0,80,39,0,15,82570,5,0
2,11.1,0.0,0.0,90,48,0,16,82570,5,0
2,9.8,0.0,0.0,104,45,0,17,82570,5,0
2,8.4,0.0,0.0,85,38,0,18,82570,5,0
2,7.4,0.0,0.0,96,45,0,19,82570,5,0
2,6.9,0.0,0.0,91,45,0,20,82570,5,0
2,5.9,0.0,0.0,89,44,0,21,82570,5,0
2,5.2,0.0,0.0,79,44,0,22,82570,5,0
2,4.7,0.0,0.0,88,44,0,23,82570,5,0
2,4.4,0.0,0.0,78,49,0,0,82570,5,0
2,4.0,0.0,0.0,71,41,0,1,82570,5,0
2,3.9,0.0,0.0,68,43,0,2,82570,5,0
2,3.5,0.0,0.0,75,50,0,3,82570,5,0
3,3.3,0.0,0.0,74,49,0,4,82570,5,0
3,3.1,0.0,0.0,75,47,0,5,82570,5,0
3,2.7,0.0,0.0,77,46,0,6,82570,5,0
3,2.4,0.0,0.0,76,50,0,7,82570,5,0
3,2.2,0.0,0.0,74,53,0,8,82570,5,0
3,2.5,0.0,0.0,76,47,0,9,82570,5,0
3,3.6,0.0,0.0,78,54,0,10,82570,5,0
3,4.7,0.0,0.0,91,66,0,11,82570,5,0
3,6.0,0.0,0.0,110,65,0,12,82570,5,0
3,7.4,0.0,0.0,115,64,0,13,82570,5,0
3,8.6,0.0,0.0,125,74,0,14,82570,5,0
3,9.7,0.0,0.0,127,67,0,15,82570,5,0
3,9.9,0.0,0.0,92,38,0,16,82570,5,0
3,8.3,0.0,0.0,67,36,0,17,82570,5,0
3,6.2,0.0,0.0,84,52,0,18,82570,5,0
3,5.5,0.0,0.0,95,52,0,19,82570,5,0
3,3.8,0.0,0.0,98,55,0,20,82570,5,0
3,2.8,0.0,0.0,105,52,0,21,82570,5,0
3,1.5,0.0,0.0,95,45,0,22,82570,5,0
3,0.7,0.0,0.0,84,33,0,23,82570,5,0
3,0.0,0.0,0.0,84,49,0,0,82570,5,0
3,-0.6,0.0,0.0,75,37,0,1,82570,5,0
3,-1.1,0.0,0.0,70,41,0,2,82570,5,0
3,-1.3,0.0,0.0,71,45,0,3,82570,5,0
4,-1.7,0.0,0.0,72,45,0,4,82570,5,0
4,-2.0,0.0,0.0,68,46,0,5,82570,5,0
4,-2.1,0.0,0.0,63,43,0,6,82570,5,0
4,-2.5,0.0,0.0,69,43,0,7,82570,5,0
4,-2.2,0.0,0.0,69,49,0,8,82570,5,0
4,-0.8,0.0,0.0,63,52,0,9,82570,5,0
4,2.4,0.0,0.0,73,55,0,10,82570,5,0
4,5.7,0.0,0.0,84,46,0,11,82570,5,0
4,8.6,0.0,0.0,106,45,0,12,82570,5,0
4,9.1,0.0,0.0,92,48,0,13,82570,5,0
4,9.3,0.0,0.0,105,54,0,14,82570,5,1
4,9.8,0.0,0.0,110,62,0,15,82570,5,2
4,9.9,0.0,0.0,110,54,0,16,82570,5,0
4,9.6,0.0,0.0,115,60,0,17,82570,5,0
4,9.2,0.0,0.0,155,67,0,18,82570,5,0
4,8.7,0.0,0.0,142,61,0,19,82570,5,0
4,8.3,0.0,0.0,127,64,0,20,82570,5,0
4,7.9,0.0,0.0,127,58,0,21,82570,5,0
4,6.6,0.0,0.0,128,62,0,22,82570,5,0
4,6.3,0.0,0.0,119,59,0,23,82570,5,0
4,5.3,0.0,0.0,108,56,0,0,82570,5,0
4,4.3,0.0,0.0,95,55,0,1,82570,5,0
4,3.3,0.0,0.0,86,58,0,2,82570,5,0
4,2.6,0.0,0.0,86,55,0,3,82570,5,0
5,2.6,0.0,0.0,92,63,0,4,82570,5,0
5,2.2,0.0,0.0,84,57,0,5,82570,5,0
5,1.7,0.0,0.0,88,68,0,6,82570,5,0
5,1.2,0.0,0.0,96,63,0,7,82570,5,0
5,0.8,0.0,0.0,90,57,0,8,82570,5,0
5,1.4,0.0,0.0,83,51,0,9,82570,5,0
5,3.7,0.0,0.0,91,56,0,10,82570,5,0
5,7.1,0.0,0.0,90,66,0,11,82570,5,0
5,10.2,0.0,0.0,112,74,0,12,82570,5,0
5,12.2,0.0,0.0,126,60,0,13,82570,5,0
5,13.0,0.0,0.0,68,46,0,14,82570,5,0
5,13.1,0.0,0.0,69,47,0,15,82570,5,0
5,12.9,0.0,0.0,79,48,0,16,82570,5,0
5,11.0,0.0,0.0,75,50,0,17,82570,5,0
5,9.1,0.0,0.0,82,49,0,18,82570,5,0
5,8.9,0.0,0.0,75,47,0,19,82570,5,0
5,8.6,0.0,0.0,89,70,0,20,82570,5,0
5,8.0,0.0,0.0,123,77,0,21,82570,5,0
5,7.6,0.0,0.0,131,80,0,22,82570,5,0
5,7.2,0.0,0.0,125,84,0,23,82570,5,0
5,6.9,0.0,0.0,131,80,0,0,82570,5,0
5,6.6,0.0,0.0,117,71,0,1,82570,5,0
5,6.4,0.0,0.0,109,77,0,2,82570,5,0
5,6.0,0.0,0.0,109,86,0,3,82570,5,0
6,5.8,0.0,0.0,102,80,0,4,82570,5,0
6,5.7,0.0,0.0,110,73,0,5,82570,5,0
6,5.6,0.0,0.0,95,63,0,6,82570,5,0
6,5.3,0.0,0.0,106,69,0,7,82570,5,0
6,4.5,0.0,0.0,98,63,0,8,82570,5,0
6,5.3,0.0,0.0,82,53,0,9,82570,5,0
6,6.9,0.0,0.0,75,40,0,10,82570,5,0
6,8.2,0.0,0.0,66,22,0,11,82570,5,0
6,9.6,0.0,0.0,61,10,0,12,82570,5,0
6,10.0,0.0,0.0,52,3,0,13,82570,5,0
6,10.2,0.0,0.0,28,4,0,14,82570,5,0
6,9.6,0.0,0.0,37,7,0,15,82570,5,0
6,9.0,0.0,0.0,42,6,0,16,82570,5,0
6,6.9,0.0,0.0,42,13,0,17,82570,5,0
6,5.0,0.0,0.0,42,10,0,18,82570,5,1
6,3.6,0.0,0.0,45,12,0,19,82570,5,0
6,2.8,0.0,0.0,42,10,0,20,82570,5,0
6,2.4,0.0,0.0,44,10,0,21,82570,5,0
6,1.4,0.0,0.0,51,11,0,22,82570,5,0
6,0.4,0.0,0.0,28,12,0,23,82570,5,0
6,-0.7,0.0,0.0,36,9,0,0,82570,5,0
6,-1.8,0.0,0.0,17,5,0,1,82570,5,0
6,-2.5,0.0,0.0,19,8,0,2,82570,5,0
6,-2.8,0.0,0.0,15,6,0,3,82570,5,0
0,-3.3,0.0,0.0,19,5,0,4,82570,5,0
0,-4.3,0.0,0.0,19,8,0,5,82570,5,0
0,-4.3,0.0,0.0,12,7,0,6,82570,5,0
0,-4.5,0.0,0.0,16,7,0,7,82570,5,0
0,-4.9,0.0,0.0,18,9,0,8,82570,5,0
0,-3.4,0.0,0.0,20,14,0,9,82570,5,0
0,-0.7,0.0,0.0,27,16,0,10,82570,5,0
0,0.6,0.0,0.0,39,13,0,11,82570,5,0
0,2.1,0.0,0.0,38,11,0,12,82570,5,0
0,2.9,0.0,0.0,29,10,0,13,82570,5,0
0,3.8,0.0,0.0,21,7,0,14,82570,5,0
0,4.0,0.0,0.0,14,8,0,15,82570,5,0
0,4.0,0.0,0.0,20,10,0,16,82570,5,0
0,2.7,0.0,0.0,18,7,0,17,82570,5,0
0,1.0,0.0,0.0,22,12,0,18,82570,5,0
0,-0.4,0.0,0.0,26,16,0,19,82570,5,0
0,-0.9,0.0,0.0,29,21,0,20,82570,5,0
0,-1.3,0.0,0.0,39,28,0,21,82570,5,0
0,-1.9,0.0,0.0,37,23,0,22,82570,5,0
0,-2.1,0.0,0.0,40,20,0,23,82570,5,0
0,-2.6,0.0,0.0,37,22,0,0,82570,5,0
0,-3.5,0.0,0.0,39,26,0,1,82570,5,0
0,-4.2,0.0,0.0,0,27,0,2,82570,5,0
0,-4.3,0.0,0.0,32,21,0,3,82570,5,0
1,-5.0,0.0,0.0,24,14,0,4,82570,5,0
1,-5.0,0.0,0.0,0,26,0,5,82570,5,0
1,-5.5,0.0,0.0,26,12,0,6,82570,5,0
1,-5.4,0.0,0.0,25,18,0,7,82570,5,0
1,-5.3,0.0,0.0,31,17,0,8,82570,5,0
1,-4.2,0.0,0.0,28,19,0,9,82570,5,0
1,-2.1,0.0,0.0,37,36,0,10,82570,5,0
1,1.0,0.0,0.0,50,26,0,11,82570,5,0
1,2.2,0.0,0.0,57,22,0,12,82570,5,0
1,3.0,0.0,0.0,57,18,0,13,82570,5,0
1,3.5,0.0,0.0,42,21,0,14,82570,5,0
1,3.9,0.0,0.0,46,23,0,15,82570,5,0
1,4.5,0.0,0.0,38,27,0,16,82570,5,0
1,4.2,0.0,0.0,53,20,0,17,82570,5,0
1,3.0,0.0,0.0,32,16,0,18,82570,5,0
1,2.0,0.0,0.0,29,13,0,19,82570,5,0
1,1.4,0.0,0.0,38,21,0,20,82570,5,0
1,1.2,0.0,0.0,44,22,0,21,82570,5,0
1,1.2,0.0,0.0,37,32,0,22,82570,5,0
1,1.0,0.0,0.0,28,21,0,23,82570,5,0
1,1.5,0.0,0.0,39,23,0,0,82570,5,0
1,1.6,0.0,0.0,37,24,0,1,82570,5,0
1,1.9,0.0,0.0,0,40,0,2,82570,5,0
1,1.7,0.0,0.0,52,35,0,3,82570,5,0
2,1.7,0.0,0.0,46,33,0,4,82570,5,0
2,1.8,0.0,0.0,41,27,0,5,82570,5,0
2,2.0,0.0,0.0,29,25,0,6,82570,5,0
2,1.8,0.0,0.0,40,34,0,7,82570,5,0
2,1.4,0.0,0.0,56,34,0,8,82570,5,0
2,1.8,0.0,0.0,70,49,0,9,82570,5,0
2,2.6,0.0,0.0,98,58,0,10,82570,5,0
2,3.5,0.0,0.0,95,49,0,11,82570,5,0
2,4.6,0.0,0.0,98,44,0,12,82570,5,0
2,5.0,0.0,0.0,96,27,0,13,82570,5,0
2,5.6,0.0,0.0,66,23,0,14,82570,5,0
2,4.8,0.0,0.0,58,24,0,15,82570,5,0
2,3.6,0.0,0.0,49,22,0,16,82570,5,0
2,2.6,0.0,0.0,53,21,0,17,82570,5,0
2,1.1,0.0,0.0,42,16,0,18,82570,5,0
2,0.4,0.0,0.0,31,13,0,19,82570,5,0
2,-0.2,0.0,0.0,38,13,0,20,82570,5,0
2,-0.8,0.0,0.0,29,10,0,21,82570,5,0
2,-0.9,0.0,0.0,30,13,0,22,82570,5,0
2,-1.2,0.0,0.0,39,6,0,23,82570,5,0
2,-1.5,0.0,0.0,16,5,0,0,82570,5,0
2,-2.1,0.0,0.0,18,7,0,1,82570,5,0
2,-2.9,0.0,0.0,22,3,0,2,82570,5,0
2,-4.4,0.0,0.0,21,4,0,3,82570,5,0
3,-5.4,0.0,0.0,23,7,0,4,82570,5,0
3,-6.3,0.0,0.0,20,6,0,5,82570,5,0
3,-7.1,0.0,0.0,23,6,0,6,82570,5,0
3,-7.8,0.0,0.0,20,6,0,7,82570,5,0
3,-7.9,0.0,0.0,9,3,0,8,82570,5,0
3,-7.2,0.0,0.0,15,4,0,9,82570,5,0
3,-6.5,0.0,0.0,13,6,0,10,82570,5,0
3,-5.2,0.0,0.0,10,4,0,11,82570,5,0
3,-4.3,0.0,0.0,11,4,0,12,82570,5,0
3,-3.6,0.0,0.0,18,3,0,13,82570,5,0
3,-3.1,0.0,0.0,18,3,0,14,82570,5,1
3,-3.0,0.0,0.0,26,8,0,15,82570,5,0
3,-3.5,0.0,0.0,22,4,0,16,82570,5,0
3,-5.0,0.0,0.0,36,6,0,17,82570,5,0
3,-5.7,0.0,0.0,22,5,0,18,82570,5,0
3,-6.5,0.0,0.0,29,6,0,19,82570,5,0
3,-7.3,0.0,0.0,0,6,0,20,82570,5,0
3,-7.8,0.0,0.0,11,6,0,21,82570,5,0
3,-8.2,0.0,0.0,17,4,0,22,82570,5,0
3,-8.3,0.0,0.0,13,8,0,23,82570,5,0
3,-8.0,0.0,0.0,13,6,0,0,82570,5,0
3,-8.6,0.0,0.0,11,8,0,1,82570,5,0
3,-9.2,0.0,0.0,16,14,0,2,82570,5,0
3,-9.1,0.0,0.0,15,15,0,3,82570,5,0
4,-9.9,0.0,0.0,22,14,0,4,82570,5,0
4,-10.8,0.0,0.0,18,15,0,5,82570,5,0
4,-11.1,0.0,0.0,27,15,0,6,82570,5,0
4,-10.8,0.0,0.0,33,14,0,7,82570,5,0
4,-10.9,0.0,0.0,43,18,0,8,82570,5,0
4,-10.5,0.0,0.3,35,19,0,9,82570,5,0
4,-10.0,0.0,0.3,39,17,0,10,82570,5,0
4,-8.7,0.0,0.3,48,21,0,11,82570,5,0
4,-7.3,0.0,0.0,51,18,0,12,82570,5,0
4,-6.1,0.0,0.0,51,14,0,13,82570,5,0
4,-5.5,0.0,0.0,58,15,0,14,82570,5,0
4,-4.4,0.0,0.0,57,21,0,15,82570,5,0
4,-4.2,0.0,0.0,46,22,0,16,82570,5,0
4,-5.6,0.0,0.0,41,13,0,17,82570,5,0
4,-7.1,0.0,0.0,39,9,0,18,82570,5,0
4,-8.1,0.0,0.0,43,17,0,19,82570,5,0
4,-8.7,0.0,0.0,56,13,0,20,82570,5,0
4,-9.3,0.0,0.0,31,16,0,21,82570,5,0
4,-9.5,0.0,0.0,43,21,0,22,82570,5,0
4,-9.7,0.0,0.0,49,20,0,23,82570,5,0
4,-9.7,0.0,0.0,44,26,0,0,82570,5,0
4,-10.3,0.0,0.0,39,27,0,1,82570,5,0
4,-10.4,0.0,0.0,41,30,0,2,82570,5,0
4,-10.5,0.0,0.0,41,30,0,3,82570,5,0
5,-10.2,0.0,0.0,39,21,0,4,82570,5,0
5,-10.1,0.0,0.0,50,22,0,5,82570,5,0
5,-10.1,0.0,0.0,40,18,0,6,82570,5,0
5,-10.5,0.0,0.0,32,13,0,7,82570,5,0
5,-10.2,0.0,0.0,31,7,0,8,82570,5,0
5,-8.5,0.0,0.0,29,4,0,9,82570,5,0
5,-6.2,0.0,0.0,50,9,0,10,82570,5,0
5,-5.2,0.0,0.0,72,11,0,11,82570,5,0
5,-3.5,0.0,0.0,70,11,0,12,82570,5,1
5,-2.3,0.0,0.0,66,13,0,13,82570,5,3
5,-1.5,0.0,0.0,58,4,0,14,82570,5,0
5,-0.8,0.0,0.0,47,5,0,15,82570,5,0
5,-1.4,0.0,0.0,44,4,0,16,82570,5,0
5,-2.9,0.0,0.0,28,8,0,17,82570,5,0
5,-4.0,0.0,0.0,27,8,0,18,82570,5,0
5,-4.9,0.0,0.0,35,6,0,19,82570,5,0
5,-5.5,0.0,0.0,25,7,0,20,82570,5,0
5,-5.8,0.0,0.0,34,8,0,21,82570,5,0
5,-6.1,0.0,0.0,30,12,0,22,82570,5,0
5,-6.2,0.0,0.0,35,14,0,23,82570,5,0
5,-5.9,0.0,0.0,32,13,0,0,82570,5,0
5,-6.5,0.0,0.0,44,13,0,1,82570,5,0
5,-7.1,0.0,0.0,29,11,0,2,82570,5,0
5,-8.3,0.0,0.0,36,12,0,3,82570,5,0
6,-8.9,0.0,0.0,27,11,0,4,82570,5,0
6,-9.2,0.0,0.0,22,8,0,5,82570,5,0
6,-9.4,0.0,0.0,28,13,0,6,82570,5,0
6,-9.9,0.0,0.0,23,15,0,7,82570,5,0
6,-10.3,0.0,0.0,16,15,0,8,82570,5,0
6,-8.7,0.0,0.0,20,13,0,9,82570,5,0
6,-6.0,0.0,0.0,29,10,0,10,82570,5,0
6,-4.5,0.0,0.0,37,11,0,11,82570,5,0
6,-3.2,0.0,0.0,33,8,0,12,82570,5,0
6,-2.5,0.0,0.0,26,6,0,13,82570,5,0
6,-1.0,0.0,0.0,24,11,0,14,82570,5,0
6,-0.6,0.0,0.0,20,14,0,15,82570,5,0
6,-0.2,0.0,0.0,26,18,0,16,82570,5,0
6,-1.6,0.0,0.0,46,16,0,17,82570,5,0
6,-2.7,0.0,0.0,36,13,0,18,82570,5,0
6,-3.5,0.0,0.0,35,10,0,19,82570,5,0
6,-4.3,0.0,0.0,42,19,0,20,82570,5,0
6,-4.5,0.0,0.0,48,25,0,21,82570,5,0
6,-4.9,0.0,0.0,31,25,0,22,82570,5,0
6,-5.3,0.0,0.0,46,22,0,23,82570,5,0
6,-5.9,0.0,0.0,27,0,0,0,82570,5,0
6,-6.8,0.0,0.0,40,0,0,1,82570,5,0
6,-7.3,0.0,0.0,42,39,0,2,82570,5,0
6,-8.0,0.0,0.0,46,26,0,3,82570,5,0
0,-8.7,0.0,0.0,40,29,0,4,82570,5,0
0,-9.1,0.0,0.0,40,34,0,5,82570,5,0
0,-10.0,0.0,0.0,42,33,0,6,82570,5,0
0,-10.3,0.0,0.0,38,28,0,7,82570,5,0
0,-10.7,0.0,0.0,38,26,0,8,82570,5,0
0,-9.2,0.0,0.0,44,32,0,9,82570,5,0
0,-6.2,0.0,0.0,0,45,0,10,82570,5,0
